well_id,V_mean_acft,V_p05_acft,V_p95_acft
19249,14.89370315383216,0.6906951905221923,54.965649598522354
19248,379.11906596384034,349.83439183439236,412.50518618284224
433364,15.125142872582552,13.912995648886914,16.45874391953925
19242,17.541339599612865,16.211591782996276,19.019453383882656
447765,288.8419592385933,266.15605753735366,313.75807224806323
436675,246.4372120609978,227.16821046208125,267.686864691859
24492,16.142729858234834,0.7328179780256896,57.94988817955835
1,610.0081097398381,30.60703152262002,2215.052219033655
442788,683.1044386211428,32.71063104447442,2570.6753366771422
438622,433.4997111308322,320.5893303712748,591.8934651659241
430903,41.34898170460209,1.9519536873250618,149.09477659352874
434655,42.31475215680769,2.058303364347862,147.5162054623788
17216,869.8633555042063,43.150604909836595,2969.550926669743
432003,33.42451923142861,1.6276634051479786,122.7699252119457
19632,777.6638429545125,716.7721466019456,844.0414230621177
19562,978.5336013776673,707.9842532229242,1376.8205729204244
5127,0.025093730148610268,0.02311479687701578,0.027268707794884946
432511,258.6534353187792,12.85672704241907,910.1344967105864
19634,7.33092923318904,0.3861977872662894,27.76692996940172
432387,222.00495652514607,11.431542193576695,821.7003351708836
439166,307.3512472744068,283.42960181781024,333.84131085926253
433904,456.82474607079365,332.7738812200508,643.6578491402644
444761,45.04569504377996,2.0649189241379333,165.87920165058802
432056,336.45564170638846,309.9645757641478,365.3690306049025
19609,980.619172724289,48.03503858217026,3385.139925439857
19608,30.116651074672802,1.5585990797478149,104.6407214082344
443524,242.30274644314127,223.1938012418507,264.05847189818314
436548,59.05462010845999,3.2693872950057146,218.35158831777068
19599,529.7579488795276,25.330090600956673,1934.5476212900817
436688,802.1212418941069,40.719815245033764,2822.3219891555073
438087,468.08606193595267,429.745052220881,510.3516092788932
439457,479.7728735606465,26.15415631761089,1719.1393810545562
7364,908.3881082780352,45.740348890397925,3295.863675912563
35411,702.6443441543504,32.369672681379605,2640.3755733046196
2,338.12699924871146,312.31647944308565,367.0830110730413
19481,88.88596495222436,3.323071305794096,332.3107759702053
19482,658.3762832017534,32.156789553954674,2363.7956111829176
19480,455.8196744187919,21.71714512725686,1570.7077295829397
429437,466.1454804341368,25.51765654987713,1563.8419776949968
438187,219.09469236938514,10.962701937216208,807.435162198194
439231,604.821688155695,558.0708131688364,656.8476079713737
19465,634.6900771427664,32.59502721643976,2271.009364719958
436729,183.908315742945,169.28226380432113,199.49580650025882
19434,64.42472758614967,3.3449455298365947,239.88192509178538
5499,483.0273456263286,24.561992370160144,1732.7639377715072
19463,284.67489989759525,208.06483209277758,398.8101739947848
15551,23.370578267875754,1.1561786599372779,80.01273318051628
19424,3.0096845809644748,0.1656577651336651,10.509366754687154
19417,0.032608405526584804,0.0004936144520584851,0.12483890291147555
19413,601.7498255871482,554.2772306462424,654.6010713687632
432878,0.03640631980303396,0.0004808859843786703,0.1229000919984194
6916,0.00010303576071039574,1.859997902904102e-05,0.00022166128124513827
429181,307.92127213560974,220.9279725471727,439.5077376140421
435545,767.1656189231057,41.11365742774871,2714.467361446523
432199,85.21509992203326,3.970918298706841,307.29318238814
19359,559.4987029774253,394.6619745129431,817.037474191063
26944,22.032465402652374,1.0500059318459698,80.62925328397874
433957,173.7441972340761,160.49251256013775,188.7538007118401
438186,175.60027557413832,126.25469356796243,251.9152360443268
439397,311.2662282323713,223.08231235342978,446.72829502615195
323980,10.506036513107851,0.51785977258821,37.109320173428415
432426,849.1239453833857,43.41179286998746,2852.7455313914925
432231,626.5752663701732,30.491180645647056,2197.845612639413
19527,415.4761626609379,383.58346484393604,451.30868112199556
447728,208.8259883930952,192.77796579198636,226.3053001871446
19526,31.40307649613447,29.00605451132545,34.128084148957534
33180,378.5259456081889,17.46071859613098,1322.8367242516415
19445,536.5127834349049,25.876072843358628,1824.3856607160444
33465,420.7047169263371,322.4117413186877,556.4430221393774
19258,45.8601344693659,2.5293792149577423,175.93184425084033
