date_time,station_id,eto,etr,ea_avg,rh_max,rh_min,td_avg,td_max,td_min,td_tmn,td_tmx,solarmj,airt_avg,airt_max,airt_min,airt_tmn,airt_tmx,eto_7day,etr_7day,wett_avg,windd_sd,airt2_avg,battv_min,precip_tb,windd_avg,winds_avg,winds_max,winds_tmx,precip_wpg,soilt4_avg,soilt4_max,soilt4_min,soilt4_tmn,soilt4_tmx,soilt8_avg,precip_7day,precip_accum,soilvwc8_avg,wetstate_avg,site_pressure,sealevel_pressure
"2021-01-01 23:59:59",1293785,0.01,0.02,0.366,92.3,72.1,19.0,24.8,0.9,01JAN2021:23:15:00,01JAN2021:13:15:00,5.0,23.6,28.9,4.1,01JAN2021:22:30:00,01JAN2021:15:45:00,0.01,0.02,36.2,13,23.7,12.4,0.000,123,5.6,11.6,01JAN2021:13:30:00,0.000,30.4,30.7,30.1,01JAN2021:10:45:00,01JAN2021:21:45:00,,0.00,7.096,,0,,
"2021-01-02 23:59:59",1293785,0.03,0.03,0.297,92.7,64.1,14.4,24.1,2.4,02JAN2021:22:45:00,02JAN2021:15:15:00,10.4,18.0,32.7,5.2,02JAN2021:22:45:00,02JAN2021:15:15:00,0.04,0.05,36.8,10,18.2,12.3,0.070,167,7.2,18.2,02JAN2021:01:15:00,0.000,30.0,30.6,29.6,02JAN2021:12:30:00,02JAN2021:00:00:00,,0.00,7.099,,0,,
"2021-01-03 23:59:59",1293785,0.03,0.04,0.371,92.7,55.1,19.5,28.1,11.1,03JAN2021:00:00:00,03JAN2021:14:15:00,8.7,25.6,40.7,14.3,03JAN2021:22:45:00,03JAN2021:16:00:00,0.08,0.09,38.4,14,25.9,12.6,0.000,185,6.6,15.7,03JAN2021:03:45:00,0.000,29.9,30.6,29.4,03JAN2021:09:30:00,03JAN2021:22:15:00,,0.00,7.102,,0,,
"2021-01-04 23:59:59",1293785,0.04,0.05,0.438,92.9,53.6,23.1,31.7,10.9,04JAN2021:02:30:00,04JAN2021:16:45:00,9.7,30.0,42.9,13.5,04JAN2021:05:30:00,04JAN2021:16:00:00,0.12,0.14,37.7,14,30.2,12.6,0.000,181,6.6,16.6,04JAN2021:19:45:00,0.000,30.0,31.1,29.3,04JAN2021:10:00:00,04JAN2021:23:45:00,,0.00,7.100,,0,,
"2021-01-05 23:59:59",1293785,0.04,0.05,0.429,91.0,53.8,23.2,29.7,13.6,05JAN2021:09:00:00,05JAN2021:16:00:00,10.5,31.5,40.0,18.7,05JAN2021:08:00:00,05JAN2021:14:00:00,0.16,0.19,37.4,18,31.5,12.7,0.000,160,5.2,13.6,05JAN2021:04:30:00,0.000,31.4,31.9,30.8,05JAN2021:11:45:00,05JAN2021:23:45:00,,0.00,7.102,,0,,
"2021-01-06 23:59:59",1293785,0.03,0.04,0.349,93.3,49.9,18.1,26.3,6.4,06JAN2021:07:30:00,06JAN2021:12:45:00,10.6,23.0,38.2,9.4,06JAN2021:07:30:00,06JAN2021:16:15:00,0.19,0.23,36.8,18,23.2,12.6,0.000,161,2.6,7.7,06JAN2021:13:15:00,0.000,31.2,31.9,30.0,06JAN2021:11:00:00,06JAN2021:00:45:00,,0.00,7.099,,0,,
"2021-01-07 23:59:59",1293785,0.04,0.05,0.371,91.2,49.6,19.6,28.9,12.1,07JAN2021:08:00:00,07JAN2021:14:45:00,10.4,26.1,40.0,16.9,07JAN2021:08:00:00,07JAN2021:15:30:00,0.23,0.27,36.4,15,26.3,12.6,0.000,141,5.6,15.7,07JAN2021:16:00:00,0.000,30.3,31.7,28.7,07JAN2021:10:15:00,07JAN2021:00:00:00,,0.00,7.099,,0,,
"2021-01-08 23:59:59",1293785,0.02,0.03,0.324,93.2,53.3,16.1,24.8,5.7,08JAN2021:07:30:00,08JAN2021:16:30:00,7.9,21.8,36.4,9.2,08JAN2021:07:30:00,08JAN2021:15:15:00,0.24,0.29,36.9,16,22.2,12.5,0.000,180,3.8,23.5,08JAN2021:23:30:00,0.000,29.0,31.2,26.8,08JAN2021:10:00:00,08JAN2021:00:00:00,,0.00,7.099,,0,,
"2021-01-09 23:59:59",1293785,0.02,0.03,0.460,95.0,70.1,25.0,27.9,21.5,09JAN2021:00:15:00,09JAN2021:11:15:00,6.9,28.6,33.0,24.6,09JAN2021:03:45:00,09JAN2021:13:00:00,0.23,0.28,36.8,11,28.8,12.5,0.010,167,9.9,23.9,09JAN2021:18:45:00,0.000,29.6,30.7,28.9,09JAN2021:06:30:00,09JAN2021:20:00:00,,0.00,7.138,,8,,
"2021-01-10 23:59:59",1293785,0.03,0.03,0.348,95.2,69.9,18.1,24.4,3.5,10JAN2021:08:30:00,10JAN2021:01:15:00,8.9,22.3,30.6,6.9,10JAN2021:08:30:00,10JAN2021:14:30:00,0.22,0.27,36.6,16,22.5,12.5,0.000,92,4.3,12.2,10JAN2021:15:45:00,0.000,29.4,30.7,27.6,10JAN2021:10:15:00,10JAN2021:22:15:00,,0.00,7.137,,0,,
"2021-01-11 23:59:59",1293785,0.03,0.03,0.277,93.9,70.6,12.2,22.8,-1.7,11JAN2021:07:30:00,11JAN2021:13:15:00,10.8,16.2,30.6,1.7,11JAN2021:07:30:00,11JAN2021:15:15:00,0.21,0.25,36.4,16,16.3,12.4,0.000,122,4.8,14.8,11JAN2021:13:30:00,0.000,27.9,30.4,25.3,11JAN2021:10:00:00,11JAN2021:00:00:00,,0.00,7.139,,0,,
"2021-01-12 23:59:59",1293785,0.03,0.03,0.281,92.2,55.6,12.4,23.9,-0.7,12JAN2021:08:30:00,12JAN2021:16:15:00,9.7,17.4,36.4,3.0,12JAN2021:08:30:00,12JAN2021:15:45:00,0.19,0.23,36.6,23,17.6,12.5,0.000,179,3.8,11.3,12JAN2021:03:45:00,0.000,26.3,28.6,23.5,12JAN2021:09:30:00,12JAN2021:19:15:00,,0.00,7.139,,0,,
"2021-01-13 23:59:59",1293785,0.05,0.07,0.380,87.8,30.9,19.9,30.2,10.7,13JAN2021:07:15:00,13JAN2021:16:45:00,10.3,30.5,52.6,15.1,13JAN2021:07:15:00,13JAN2021:16:00:00,0.21,0.26,39.5,16,30.7,12.5,0.000,170,6.1,16.4,13JAN2021:22:00:00,0.000,27.2,29.9,25.0,13JAN2021:09:15:00,13JAN2021:23:45:00,,0.00,7.147,,0,,
"2021-01-14 23:59:59",1293785,0.05,0.06,0.393,87.4,39.4,21.3,26.9,14.7,14JAN2021:23:45:00,14JAN2021:12:00:00,10.6,30.7,42.2,19.3,14JAN2021:23:45:00,14JAN2021:15:00:00,0.22,0.28,36.8,12,30.8,12.7,0.000,119,6.0,16.1,14JAN2021:15:15:00,0.000,29.4,30.7,27.9,14JAN2021:10:15:00,14JAN2021:23:45:00,,0.00,7.144,,0,,
"2021-01-15 23:59:59",1293785,0.04,0.05,0.362,87.8,33.0,18.6,27.5,7.4,15JAN2021:07:45:00,15JAN2021:16:45:00,11.0,28.3,47.9,11.6,15JAN2021:07:45:00,15JAN2021:15:15:00,0.24,0.30,39.5,22,28.5,12.6,0.000,166,2.3,8.1,15JAN2021:16:15:00,0.000,29.1,30.7,27.0,15JAN2021:10:00:00,15JAN2021:23:45:00,,0.00,7.145,,0,,
"2021-01-16 23:59:59",1293785,0.05,0.07,0.446,91.3,49.5,24.1,32.3,18.0,16JAN2021:07:45:00,16JAN2021:15:00:00,11.1,32.7,44.7,21.3,16JAN2021:23:45:00,16JAN2021:14:15:00,0.27,0.34,37.6,13,32.8,12.6,0.000,69,7.4,21.8,16JAN2021:14:00:00,0.000,30.9,31.5,30.1,16JAN2021:10:45:00,16JAN2021:23:00:00,,0.00,7.145,,0,,
"2021-01-17 23:59:59",1293785,0.05,0.06,0.394,90.7,41.9,20.7,29.7,10.1,17JAN2021:08:15:00,17JAN2021:16:30:00,11.3,27.6,46.0,13.3,17JAN2021:08:15:00,17JAN2021:15:45:00,0.29,0.37,37.7,18,28.0,12.5,0.000,136,3.6,14.6,17JAN2021:16:15:00,0.000,30.7,31.6,29.3,17JAN2021:10:15:00,17JAN2021:02:00:00,,0.00,7.144,,0,,
"2021-01-18 23:59:59",1293785,0.04,0.05,0.401,90.1,49.2,21.7,26.8,18.0,18JAN2021:23:45:00,18JAN2021:13:00:00,7.9,28.9,40.2,20.9,18JAN2021:00:00:00,18JAN2021:14:00:00,0.30,0.39,36.3,14,29.1,12.5,0.000,82,8.8,24.1,18JAN2021:14:30:00,0.000,31.1,31.6,30.2,18JAN2021:10:30:00,18JAN2021:02:30:00,,0.00,7.144,,0,,
"2021-01-19 23:59:59",1293785,0.05,0.08,0.347,87.1,37.3,18.4,21.5,13.6,19JAN2021:23:30:00,19JAN2021:04:45:00,10.2,28.7,39.1,21.4,19JAN2021:23:45:00,19JAN2021:15:30:00,0.33,0.44,36.4,9.6,29.0,12.5,0.000,48,11.3,25.5,19JAN2021:14:30:00,0.000,30.3,31.3,29.1,19JAN2021:10:15:00,19JAN2021:00:00:00,,0.00,7.145,,0,,
"2021-01-20 23:59:59",1293785,0.05,0.06,0.360,88.4,36.0,18.8,28.1,10.3,20JAN2021:07:00:00,20JAN2021:17:00:00,11.2,29.3,49.3,14.2,20JAN2021:07:15:00,20JAN2021:16:15:00,0.33,0.43,39.1,19,29.6,12.6,0.000,169,2.9,11.4,20JAN2021:14:15:00,0.000,29.8,31.3,28.2,20JAN2021:10:00:00,20JAN2021:23:45:00,,0.00,7.148,,0,,
"2021-01-21 23:59:59",1293785,0.06,0.08,0.467,88.9,37.4,25.3,32.5,18.5,21JAN2021:07:30:00,21JAN2021:13:30:00,11.4,34.8,54.9,21.5,21JAN2021:07:30:00,21JAN2021:15:15:00,0.34,0.45,40.4,10,35.0,12.6,0.000,207,7.3,16.4,21JAN2021:13:45:00,0.000,31.1,32.4,29.8,21JAN2021:10:00:00,21JAN2021:18:15:00,,0.00,7.147,,0,,
"2021-01-22 23:59:59",1293785,0.04,0.06,0.591,96.1,49.9,31.1,35.8,25.7,22JAN2021:02:00:00,22JAN2021:13:00:00,4.4,39.1,48.6,30.3,22JAN2021:02:00:00,22JAN2021:15:45:00,0.34,0.46,39.4,9.4,39.3,12.6,0.050,194,9.4,23.5,22JAN2021:14:15:00,0.074,32.8,34.7,31.9,22JAN2021:04:30:00,22JAN2021:18:45:00,,0.07,7.213,,11,,
"2021-01-23 23:59:59",1293785,0.03,0.04,0.478,96.5,74.2,25.9,31.9,16.1,23JAN2021:22:45:00,23JAN2021:00:00:00,9.7,29.6,33.9,18.6,23JAN2021:22:45:00,23JAN2021:16:00:00,0.32,0.42,37.2,6.4,29.8,12.5,0.170,124,4.7,26.8,23JAN2021:00:45:00,0.124,33.2,34.2,32.8,23JAN2021:23:30:00,23JAN2021:00:00:00,,0.20,7.347,,2,,
"2021-01-24 23:59:59",1293785,0.04,0.04,0.390,95.8,68.6,21.0,26.0,9.1,24JAN2021:02:30:00,24JAN2021:13:45:00,12.4,24.8,33.7,11.5,24JAN2021:02:30:00,24JAN2021:15:30:00,0.32,0.41,38.9,18,25.0,12.6,0.000,187,3.6,9.5,24JAN2021:04:15:00,0.000,32.6,32.8,32.5,24JAN2021:14:00:00,24JAN2021:00:00:00,,0.20,7.348,,0,,
"2021-01-25 23:59:59",1293785,0.03,0.03,0.447,94.8,60.6,24.3,28.2,19.5,25JAN2021:07:15:00,25JAN2021:16:45:00,7.8,29.1,35.7,24.0,25JAN2021:08:00:00,25JAN2021:14:30:00,0.31,0.39,37.3,14,29.3,12.5,0.000,99,6.0,23.3,25JAN2021:22:45:00,0.000,32.4,32.6,32.4,25JAN2021:15:15:00,25JAN2021:00:00:00,,0.20,7.376,,1,,
"2021-01-26 23:59:59",1293785,0.04,0.05,0.352,93.5,64.8,18.7,24.0,9.1,26JAN2021:08:45:00,26JAN2021:00:00:00,12.3,24.9,30.2,14.3,26JAN2021:08:45:00,26JAN2021:14:30:00,0.29,0.37,36.6,6.8,25.1,12.6,0.040,190,8.8,17.8,26JAN2021:19:45:00,0.000,32.5,32.5,32.4,26JAN2021:14:15:00,26JAN2021:05:45:00,,0.20,7.413,,0,,
"2021-01-27 23:59:59",1293785,0.04,0.05,0.382,82.6,63.6,20.6,24.8,15.4,27JAN2021:08:15:00,27JAN2021:15:15:00,9.0,27.5,32.7,22.3,27JAN2021:23:45:00,27JAN2021:13:00:00,0.28,0.36,36.4,6.4,27.7,12.5,0.000,194,14.1,24.7,27JAN2021:12:30:00,0.000,32.5,32.5,32.5,27JAN2021:11:45:00,27JAN2021:23:45:00,,0.20,7.412,,0,,
"2021-01-28 23:59:59",1293785,0.06,0.07,0.471,82.9,49.2,25.3,32.0,16.9,28JAN2021:02:30:00,28JAN2021:15:30:00,10.0,35.2,42.9,22.5,28JAN2021:01:45:00,28JAN2021:18:15:00,0.27,0.35,38.5,8.3,35.4,12.5,0.000,214,10.0,22.3,28JAN2021:22:30:00,0.000,32.5,32.5,32.4,28JAN2021:11:30:00,28JAN2021:00:00:00,,0.20,7.414,,0,,
"2021-01-29 23:59:59",1293785,0.04,0.06,0.513,93.5,48.2,27.6,33.2,22.8,29JAN2021:03:30:00,29JAN2021:12:15:00,7.2,36.0,44.0,28.5,29JAN2021:23:45:00,29JAN2021:10:15:00,0.27,0.34,36.7,9.0,36.1,12.7,0.000,192,10.9,33.5,29JAN2021:10:15:00,0.000,33.1,34.6,32.5,29JAN2021:02:00:00,29JAN2021:17:45:00,,0.12,7.418,,0,,
"2021-01-30 23:59:59",1293785,0.05,0.06,0.430,90.9,43.3,23.3,27.9,18.3,30JAN2021:23:15:00,30JAN2021:14:15:00,13.2,30.4,41.9,21.8,30JAN2021:23:15:00,30JAN2021:16:00:00,0.29,0.37,37.7,14,30.5,12.6,0.000,203,4.5,10.9,30JAN2021:09:00:00,0.000,33.7,36.2,32.6,30JAN2021:12:45:00,30JAN2021:17:30:00,,0.00,7.418,,0,,
"2021-01-31 23:59:59",1293785,0.05,0.05,0.390,90.3,32.7,20.7,30.1,11.8,31JAN2021:07:45:00,31JAN2021:18:00:00,13.2,28.5,45.3,15.2,31JAN2021:07:45:00,31JAN2021:15:45:00,0.30,0.37,39.3,22,28.7,12.6,0.000,178,1.7,6.8,31JAN2021:08:45:00,0.000,33.6,35.5,32.6,31JAN2021:14:00:00,31JAN2021:18:00:00,,0.00,7.419,,0,,
"2021-02-01 23:59:59",1293785,0.03,0.04,0.502,91.5,48.1,27.1,32.9,22.5,01FEB2021:03:00:00,01FEB2021:18:00:00,6.6,35.1,45.0,25.9,01FEB2021:03:30:00,01FEB2021:16:30:00,0.30,0.38,39.4,14,35.3,12.6,0.000,189,4.3,12.1,01FEB2021:15:15:00,0.000,34.6,37.2,33.0,01FEB2021:12:00:00,01FEB2021:18:30:00,,0.00,7.415,,0,,
"2021-02-02 23:59:59",1293785,0.08,0.11,0.670,88.3,52.6,33.9,41.2,26.4,02FEB2021:01:45:00,02FEB2021:15:00:00,12.8,44.2,57.0,32.3,02FEB2021:02:45:00,02FEB2021:15:15:00,0.35,0.44,43.0,9.0,44.4,12.6,0.000,212,8.9,20.4,02FEB2021:16:00:00,0.000,38.2,43.2,34.5,02FEB2021:08:30:00,02FEB2021:17:15:00,,0.00,7.419,,0,,
"2021-02-03 23:59:59",1293785,0.08,0.11,0.629,91.4,29.2,32.4,39.8,21.1,03FEB2021:16:00:00,03FEB2021:10:45:00,11.7,42.2,56.3,26.5,03FEB2021:23:00:00,03FEB2021:14:45:00,0.39,0.50,41.5,11,42.3,12.7,0.000,172,10.1,28.5,03FEB2021:18:30:00,0.000,40.2,43.9,37.3,03FEB2021:09:30:00,03FEB2021:16:30:00,,0.00,7.423,,0,,
"2021-02-04 23:59:59",1293785,0.05,0.07,0.356,90.0,38.5,18.8,24.7,13.5,04FEB2021:23:45:00,04FEB2021:00:15:00,11.3,28.4,38.6,17.4,04FEB2021:23:30:00,04FEB2021:15:30:00,0.38,0.50,36.5,15,28.5,12.5,0.000,99,6.2,19.9,04FEB2021:12:45:00,0.000,36.9,39.2,35.1,04FEB2021:11:15:00,04FEB2021:00:00:00,,0.00,7.421,,0,,
"2021-02-05 23:59:59",1293785,0.08,0.10,0.339,88.2,26.5,17.6,22.7,11.2,05FEB2021:04:45:00,05FEB2021:16:00:00,13.4,31.5,53.3,14.3,05FEB2021:04:45:00,05FEB2021:16:15:00,0.42,0.54,40.3,15,31.7,12.5,0.000,175,7.7,28.9,05FEB2021:17:00:00,0.000,35.0,37.4,33.2,05FEB2021:13:30:00,05FEB2021:18:00:00,,0.00,7.422,,0,,
"2021-02-06 23:59:59",1293785,0.08,0.11,0.323,89.5,16.7,16.5,25.6,8.8,06FEB2021:15:30:00,06FEB2021:11:45:00,14.1,34.1,54.3,14.5,06FEB2021:07:15:00,06FEB2021:16:30:00,0.46,0.60,40.0,13,34.4,12.6,0.000,180,5.8,14.7,06FEB2021:14:30:00,0.000,35.1,38.0,33.1,06FEB2021:12:45:00,06FEB2021:18:00:00,,0.00,7.422,,0,,
"2021-02-07 23:59:59",1293785,0.09,0.12,0.273,75.4,6.8,12.5,19.6,-6.7,07FEB2021:17:00:00,07FEB2021:10:45:00,13.9,38.8,59.5,20.7,07FEB2021:04:45:00,07FEB2021:16:00:00,0.50,0.67,43.0,15,38.8,12.6,0.000,202,5.8,16.2,07FEB2021:01:15:00,0.000,36.1,40.3,33.4,07FEB2021:11:45:00,07FEB2021:17:45:00,,0.00,7.428,,0,,
"2021-02-08 23:59:59",1293785,0.11,0.16,0.274,61.8,13.5,12.9,17.4,7.7,08FEB2021:00:00:00,08FEB2021:21:15:00,10.0,41.9,60.0,22.8,08FEB2021:07:45:00,08FEB2021:15:45:00,0.58,0.79,44.9,13,42.0,12.6,0.000,213,8.7,25.5,08FEB2021:12:45:00,0.000,36.4,39.3,33.8,08FEB2021:11:15:00,08FEB2021:18:45:00,,0.00,7.430,,0,,
"2021-02-09 23:59:59",1293785,0.09,0.13,0.452,79.2,26.0,23.8,33.3,13.9,09FEB2021:00:15:00,09FEB2021:20:15:00,7.0,44.7,52.8,37.2,09FEB2021:06:30:00,09FEB2021:13:15:00,0.58,0.81,42.7,12,44.8,12.7,0.000,185,8.3,24.1,09FEB2021:16:30:00,0.000,39.1,41.4,37.1,09FEB2021:09:15:00,09FEB2021:17:30:00,,0.00,7.427,,1,,
"2021-02-10 23:59:59",1293785,0.06,0.07,0.525,91.5,35.4,28.1,33.8,19.3,10FEB2021:22:00:00,10FEB2021:09:45:00,10.7,40.2,52.3,26.8,10FEB2021:22:00:00,10FEB2021:15:15:00,0.57,0.77,43.5,21,40.2,12.6,0.000,172,3.9,11.1,10FEB2021:09:00:00,0.000,40.9,44.9,37.9,10FEB2021:09:45:00,10FEB2021:17:30:00,,0.00,7.423,,0,,
"2021-02-11 23:59:59",1293785,0.08,0.10,0.442,89.6,27.2,24.0,28.1,17.0,11FEB2021:07:15:00,11FEB2021:10:15:00,12.1,40.1,57.1,20.0,11FEB2021:07:15:00,11FEB2021:16:45:00,0.60,0.81,44.8,15,40.4,12.6,0.000,207,6.2,18.9,11FEB2021:19:15:00,0.000,40.0,44.0,35.9,11FEB2021:09:45:00,11FEB2021:18:15:00,,0.00,7.420,,0,,
"2021-02-12 23:59:59",1293785,0.08,0.11,0.543,85.9,32.4,28.9,34.6,21.2,12FEB2021:20:45:00,12FEB2021:12:00:00,10.9,44.4,55.3,26.1,12FEB2021:23:30:00,12FEB2021:15:00:00,0.60,0.81,44.3,19,44.4,12.8,0.000,162,5.6,21.2,12FEB2021:02:15:00,0.000,43.2,47.2,40.9,12FEB2021:09:15:00,12FEB2021:17:15:00,,0.00,7.422,,2,,
"2021-02-13 23:59:59",1293785,0.02,0.03,0.594,96.7,67.0,31.0,38.3,21.1,13FEB2021:00:30:00,13FEB2021:12:45:00,3.4,35.1,42.8,25.2,13FEB2021:00:30:00,13FEB2021:13:15:00,0.54,0.73,37.1,12,35.3,12.5,0.220,146,9.7,31.1,13FEB2021:21:45:00,0.274,40.3,42.7,39.0,13FEB2021:23:45:00,13FEB2021:00:00:00,,0.27,7.666,,44,,
"2021-02-14 23:59:59",1293785,0.04,0.05,0.425,90.0,56.5,23.2,28.0,19.7,14FEB2021:15:30:00,14FEB2021:13:45:00,11.1,29.3,34.7,23.8,14FEB2021:23:30:00,14FEB2021:15:30:00,0.48,0.66,36.5,10,29.5,12.5,0.020,134,8.0,20.0,14FEB2021:12:45:00,0.063,38.0,40.0,36.6,14FEB2021:10:00:00,14FEB2021:16:45:00,,0.34,7.689,,0,,
"2021-02-15 23:59:59",1293785,0.06,0.08,0.445,88.4,49.0,24.0,32.2,16.4,15FEB2021:02:30:00,15FEB2021:15:00:00,10.1,34.6,46.7,21.2,15FEB2021:02:30:00,15FEB2021:15:00:00,0.43,0.58,38.6,11,34.8,12.6,0.000,173,9.5,21.8,15FEB2021:16:45:00,0.000,36.7,39.1,34.7,15FEB2021:12:15:00,15FEB2021:17:45:00,,0.34,7.694,,0,,
"2021-02-16 23:59:59",1293785,0.06,0.07,0.481,93.7,43.7,26.0,31.3,19.2,16FEB2021:11:15:00,16FEB2021:16:15:00,12.8,33.4,43.8,24.8,16FEB2021:08:15:00,16FEB2021:13:45:00,0.40,0.52,38.1,21,33.6,12.6,0.000,149,6.0,25.6,16FEB2021:13:45:00,0.000,37.9,41.0,35.5,16FEB2021:10:00:00,16FEB2021:16:15:00,,0.34,7.721,,6,,
"2021-02-17 23:59:59",1293785,0.04,0.04,0.404,95.0,60.3,21.8,27.8,14.2,17FEB2021:05:30:00,17FEB2021:00:00:00,11.9,25.9,33.3,16.0,17FEB2021:05:30:00,17FEB2021:16:15:00,0.38,0.49,36.7,15,26.0,12.6,0.030,155,6.0,23.0,17FEB2021:16:15:00,0.002,37.1,38.8,36.0,17FEB2021:10:30:00,17FEB2021:16:45:00,,0.34,7.768,,18,,
"2021-02-18 23:59:59",1293785,0.06,0.07,0.304,90.7,34.5,15.3,21.8,5.9,18FEB2021:07:45:00,18FEB2021:11:45:00,16.3,24.5,35.8,9.2,18FEB2021:07:45:00,18FEB2021:16:15:00,0.35,0.46,36.5,24,24.8,12.4,0.010,135,3.9,12.9,18FEB2021:23:45:00,0.000,35.8,38.8,33.8,18FEB2021:12:30:00,18FEB2021:17:30:00,,0.34,7.776,,0,,
"2021-02-19 23:59:59",1293785,0.11,0.15,0.346,75.7,22.9,18.2,26.7,8.8,19FEB2021:10:15:00,19FEB2021:18:15:00,15.7,40.1,56.3,24.4,19FEB2021:02:15:00,19FEB2021:16:15:00,0.39,0.50,42.3,12,40.2,12.6,0.000,178,8.3,17.6,19FEB2021:03:30:00,0.000,37.4,42.0,34.3,19FEB2021:10:45:00,19FEB2021:17:30:00,,0.34,7.783,,0,,
"2021-02-20 23:59:59",1293785,0.06,0.08,0.375,94.0,22.3,19.5,31.0,7.7,20FEB2021:10:30:00,20FEB2021:16:45:00,9.5,32.9,46.2,23.7,20FEB2021:19:45:00,20FEB2021:10:30:00,0.43,0.55,38.0,13,33.1,12.6,0.000,187,8.1,27.3,20FEB2021:12:15:00,0.002,36.7,38.6,35.0,20FEB2021:10:30:00,20FEB2021:00:00:00,,0.07,7.782,,1,,
"2021-02-21 23:59:59",1293785,0.07,0.10,0.330,86.4,30.0,17.2,23.2,11.7,21FEB2021:16:15:00,21FEB2021:09:45:00,16.6,30.1,42.0,19.1,21FEB2021:22:00:00,21FEB2021:15:15:00,0.46,0.60,36.7,15,30.1,12.6,0.000,110,5.8,18.6,21FEB2021:13:30:00,0.000,36.0,39.2,33.9,21FEB2021:11:30:00,21FEB2021:17:30:00,,0.00,7.783,,0,,
"2021-02-22 23:59:59",1293785,0.09,0.12,0.337,87.3,31.6,17.5,23.6,10.2,22FEB2021:07:30:00,22FEB2021:16:15:00,16.6,30.5,50.8,14.0,22FEB2021:05:45:00,22FEB2021:16:00:00,0.48,0.63,39.4,18,30.6,12.5,0.000,109,5.2,17.8,22FEB2021:15:15:00,0.000,36.0,39.6,33.5,22FEB2021:12:00:00,22FEB2021:18:30:00,,0.00,7.783,,0,,
"2021-02-23 23:59:59",1293785,0.09,0.12,0.364,89.8,26.3,19.3,27.5,11.7,23FEB2021:21:00:00,23FEB2021:13:00:00,14.3,33.1,54.2,17.1,23FEB2021:05:30:00,23FEB2021:14:15:00,0.52,0.68,41.8,20,33.3,12.5,0.000,136,6.2,22.3,23FEB2021:13:45:00,0.000,36.6,40.2,33.9,23FEB2021:11:00:00,23FEB2021:18:15:00,,0.00,7.783,,0,,
"2021-02-24 23:59:59",1293785,0.10,0.13,0.305,87.0,29.1,15.3,21.3,10.4,24FEB2021:02:45:00,24FEB2021:12:15:00,17.1,29.9,46.8,14.5,24FEB2021:02:45:00,24FEB2021:12:00:00,0.58,0.77,38.1,15,30.2,12.6,0.000,104,11.9,32.5,24FEB2021:17:15:00,0.000,36.1,38.9,33.7,24FEB2021:11:45:00,24FEB2021:17:30:00,,0.00,7.782,,0,,
"2021-02-25 23:59:59",1293785,0.08,0.11,0.218,82.7,15.4,7.3,14.5,-5.6,25FEB2021:16:15:00,25FEB2021:09:15:00,17.2,26.2,38.8,14.0,25FEB2021:06:15:00,25FEB2021:16:00:00,0.60,0.81,36.3,12,26.4,12.5,0.000,74,9.6,24.3,25FEB2021:13:45:00,0.000,35.3,37.5,33.5,25FEB2021:12:15:00,25FEB2021:17:45:00,,0.00,7.783,,0,,
"2021-02-26 23:59:59",1293785,0.14,0.20,0.198,79.4,8.1,5.2,17.7,-4.5,26FEB2021:15:00:00,26FEB2021:23:45:00,17.6,34.7,56.9,11.2,26FEB2021:05:00:00,26FEB2021:15:30:00,0.63,0.86,41.3,13,35.0,12.4,0.000,210,11.7,30.0,26FEB2021:23:00:00,0.000,35.2,38.1,32.9,26FEB2021:12:30:00,26FEB2021:18:45:00,,0.00,7.788,,0,,
"2021-02-27 23:59:59",1293785,0.06,0.08,0.238,84.7,22.0,9.4,18.6,-0.8,27FEB2021:15:00:00,27FEB2021:01:00:00,11.7,24.2,36.0,8.6,27FEB2021:07:15:00,27FEB2021:14:00:00,0.63,0.85,37.3,21,24.3,12.6,0.000,134,5.9,24.4,27FEB2021:00:45:00,0.000,35.5,37.4,33.7,27FEB2021:11:15:00,27FEB2021:16:30:00,,0.00,7.793,,0,,
"2021-02-28 23:59:59",1293785,0.07,0.10,0.214,86.9,26.1,7.2,15.4,-0.7,28FEB2021:23:15:00,28FEB2021:09:00:00,17.9,23.1,37.0,10.5,28FEB2021:23:30:00,28FEB2021:16:15:00,0.63,0.85,36.3,15,23.4,12.4,0.000,78,6.7,21.1,28FEB2021:11:30:00,0.000,34.0,36.1,32.7,28FEB2021:13:30:00,28FEB2021:18:00:00,,0.00,7.784,,0,,
"2021-03-01 23:59:59",1293785,0.09,0.11,0.208,79.3,18.2,6.7,11.5,-0.3,01MAR2021:01:45:00,01MAR2021:15:15:00,18.2,27.4,51.7,6.1,01MAR2021:06:45:00,01MAR2021:16:30:00,0.63,0.84,41.4,31,27.6,12.5,0.000,168,2.8,16.1,01MAR2021:14:45:00,0.000,34.6,38.4,32.4,01MAR2021:13:15:00,01MAR2021:18:30:00,37.5,0.00,7.784,11,0,,
"2021-03-02 23:59:59",1293785,0.11,0.14,0.197,75.9,8.5,5.5,12.5,-1.8,02MAR2021:16:30:00,02MAR2021:09:00:00,18.3,34.0,60.1,11.2,02MAR2021:05:15:00,02MAR2021:15:30:00,0.65,0.86,45.5,24,34.2,12.6,0.000,192,3.8,17.2,02MAR2021:15:30:00,0.000,36.1,41.2,32.8,02MAR2021:12:00:00,02MAR2021:18:00:00,36.5,0.00,7.789,11,0,,
